evidence_id,resource_id,evidence_text,evidence_type
E0116,Resource039,"'IELTS Speaking theo chủ đề' phù hợp mức Foundation, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0117,Resource039,"Nội dung 'IELTS Speaking theo chủ đề' rèn kỹ năng SpeakingFluency, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0118,Resource040,"Tài liệu 'Business English Communication' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề Speaking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0119,Resource040,"'Business English Communication' phù hợp mức Intermediate, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0120,Resource040,"Nội dung 'Business English Communication' rèn kỹ năng VocabularyBuilding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0121,Resource041,"Tài liệu 'Từ vựng học thuật tiếng Anh' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề Listening và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0122,Resource041,"'Từ vựng học thuật tiếng Anh' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0123,Resource041,"Nội dung 'Từ vựng học thuật tiếng Anh' rèn kỹ năng TranslationSkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0124,Resource042,"Tài liệu 'Đọc hiểu tiếng Anh học thuật' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề Reading và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0125,Resource042,"'Đọc hiểu tiếng Anh học thuật' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0126,Resource042,"Nội dung 'Đọc hiểu tiếng Anh học thuật' rèn kỹ năng Grammar, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0127,Resource043,"Tài liệu 'Kỹ năng dịch Anh Việt cơ bản' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề Translation và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0128,Resource043,"'Kỹ năng dịch Anh Việt cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0129,Resource043,"Nội dung 'Kỹ năng dịch Anh Việt cơ bản' rèn kỹ năng EssayWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0130,Resource044,"Tài liệu 'Phát âm tiếng Anh thực hành' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề EnglishGrammar và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0131,Resource044,"'Phát âm tiếng Anh thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0132,Resource044,"Nội dung 'Phát âm tiếng Anh thực hành' rèn kỹ năng ListeningPractice, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0133,Resource045,"Tài liệu 'Viết email tiếng Anh công việc' thuộc ngành Ngôn ngữ Anh, hỗ trợ chủ đề AcademicWriting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0134,Resource045,"'Viết email tiếng Anh công việc' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0135,Resource045,"Nội dung 'Viết email tiếng Anh công việc' rèn kỹ năng SpeakingFluency, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0136,Resource046,"Tài liệu 'Tiếng Trung HSK 1 nhập môn' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseHSK và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0137,Resource046,"'Tiếng Trung HSK 1 nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0138,Resource046,"Nội dung 'Tiếng Trung HSK 1 nhập môn' rèn kỹ năng HSKVocabulary, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0139,Resource047,"Tài liệu 'Tiếng Trung HSK 2 luyện tập' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseSpeaking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0140,Resource047,"'Tiếng Trung HSK 2 luyện tập' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0141,Resource047,"Nội dung 'Tiếng Trung HSK 2 luyện tập' rèn kỹ năng ChineseListening, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0142,Resource048,"Tài liệu 'Ngữ pháp tiếng Trung cơ bản' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseGrammar và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0143,Resource048,"'Ngữ pháp tiếng Trung cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0144,Resource048,"Nội dung 'Ngữ pháp tiếng Trung cơ bản' rèn kỹ năng ChineseSpeaking, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0145,Resource049,"Tài liệu 'Giao tiếp tiếng Trung hằng ngày' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề BusinessChinese và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0146,Resource049,"'Giao tiếp tiếng Trung hằng ngày' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0147,Resource049,"Nội dung 'Giao tiếp tiếng Trung hằng ngày' rèn kỹ năng CharacterWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0148,Resource050,"Tài liệu 'Từ vựng tiếng Trung thương mại' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseVocabulary và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0149,Resource050,"'Từ vựng tiếng Trung thương mại' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0150,Resource050,"Nội dung 'Từ vựng tiếng Trung thương mại' rèn kỹ năng BusinessConversation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0151,Resource051,"Tài liệu 'Luyện nghe tiếng Trung cơ bản' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề TranslationChinese và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0152,Resource051,"'Luyện nghe tiếng Trung cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0153,Resource051,"Nội dung 'Luyện nghe tiếng Trung cơ bản' rèn kỹ năng ChineseTranslation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0154,Resource052,"Tài liệu 'Viết chữ Hán cho người mới' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseHSK và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0155,Resource052,"'Viết chữ Hán cho người mới' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0156,Resource052,"Nội dung 'Viết chữ Hán cho người mới' rèn kỹ năng HSKVocabulary, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0157,Resource053,"Tài liệu 'Dịch Trung Việt căn bản' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseSpeaking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0158,Resource053,"'Dịch Trung Việt căn bản' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0159,Resource053,"Nội dung 'Dịch Trung Việt căn bản' rèn kỹ năng ChineseListening, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0160,Resource054,"Tài liệu 'Tiếng Trung khách sạn du lịch' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề ChineseGrammar và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0161,Resource054,"'Tiếng Trung khách sạn du lịch' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0162,Resource054,"Nội dung 'Tiếng Trung khách sạn du lịch' rèn kỹ năng ChineseSpeaking, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0163,Resource055,"Tài liệu 'Business Chinese thực hành' thuộc ngành Ngôn ngữ Trung, hỗ trợ chủ đề BusinessChinese và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0164,Resource055,"'Business Chinese thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0165,Resource055,"Nội dung 'Business Chinese thực hành' rèn kỹ năng CharacterWriting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0166,Resource056,"Tài liệu 'Động cơ ô tô căn bản' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveEngine và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0167,Resource056,"'Động cơ ô tô căn bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0168,Resource056,"Nội dung 'Động cơ ô tô căn bản' rèn kỹ năng EngineInspection, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0169,Resource057,"Tài liệu 'Hệ thống điện ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0170,Resource057,"'Hệ thống điện ô tô' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0171,Resource057,"Nội dung 'Hệ thống điện ô tô' rèn kỹ năng DiagnosticTool, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0172,Resource058,"Tài liệu 'Chẩn đoán lỗi ô tô bằng thiết bị' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề VehicleDiagnostics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0173,Resource058,"'Chẩn đoán lỗi ô tô bằng thiết bị' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0174,Resource058,"Nội dung 'Chẩn đoán lỗi ô tô bằng thiết bị' rèn kỹ năng WiringReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0175,Resource059,"Tài liệu 'Bảo dưỡng ô tô định kỳ' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề Maintenance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0176,Resource059,"'Bảo dưỡng ô tô định kỳ' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0177,Resource059,"Nội dung 'Bảo dưỡng ô tô định kỳ' rèn kỹ năng MaintenancePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0178,Resource060,"Tài liệu 'Hệ thống truyền lực ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề TransmissionSystem và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0179,Resource060,"'Hệ thống truyền lực ô tô' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0180,Resource060,"Nội dung 'Hệ thống truyền lực ô tô' rèn kỹ năng SafetyProcedure, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0181,Resource061,"Tài liệu 'An toàn xưởng dịch vụ ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề EVTechnology và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0182,Resource061,"'An toàn xưởng dịch vụ ô tô' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0183,Resource061,"Nội dung 'An toàn xưởng dịch vụ ô tô' rèn kỹ năng EVSystem, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0184,Resource062,"Tài liệu 'Cảm biến và ECU trên ô tô' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveEngine và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0185,Resource062,"'Cảm biến và ECU trên ô tô' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0186,Resource062,"Nội dung 'Cảm biến và ECU trên ô tô' rèn kỹ năng EngineInspection, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0187,Resource063,"Tài liệu 'Công nghệ xe điện nhập môn' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề AutomotiveElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0188,Resource063,"'Công nghệ xe điện nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0189,Resource063,"Nội dung 'Công nghệ xe điện nhập môn' rèn kỹ năng DiagnosticTool, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0190,Resource064,"Tài liệu 'Quy trình kiểm tra gầm xe' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề VehicleDiagnostics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0191,Resource064,"'Quy trình kiểm tra gầm xe' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0192,Resource064,"Nội dung 'Quy trình kiểm tra gầm xe' rèn kỹ năng WiringReading, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0193,Resource065,"Tài liệu 'Bài tập thực hành động cơ' thuộc ngành Công nghệ kỹ thuật ô tô, hỗ trợ chủ đề Maintenance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0194,Resource065,"'Bài tập thực hành động cơ' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0195,Resource065,"Nội dung 'Bài tập thực hành động cơ' rèn kỹ năng MaintenancePlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0196,Resource066,"Tài liệu 'Nguyên lý kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề AccountingPrinciples và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0197,Resource066,"'Nguyên lý kế toán' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0198,Resource066,"Nội dung 'Nguyên lý kế toán' rèn kỹ năng JournalEntry, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0199,Resource067,"Tài liệu 'Kế toán tài chính căn bản' thuộc ngành Kế toán, hỗ trợ chủ đề FinancialAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0200,Resource067,"'Kế toán tài chính căn bản' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0201,Resource067,"Nội dung 'Kế toán tài chính căn bản' rèn kỹ năng FinancialStatement, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0202,Resource068,"Tài liệu 'Kế toán chi phí thực hành' thuộc ngành Kế toán, hỗ trợ chủ đề CostAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0203,Resource068,"'Kế toán chi phí thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0204,Resource068,"Nội dung 'Kế toán chi phí thực hành' rèn kỹ năng ExcelAccounting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0205,Resource069,"Tài liệu 'Kế toán thuế cho doanh nghiệp nhỏ' thuộc ngành Kế toán, hỗ trợ chủ đề TaxAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0206,Resource069,"'Kế toán thuế cho doanh nghiệp nhỏ' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0207,Resource069,"Nội dung 'Kế toán thuế cho doanh nghiệp nhỏ' rèn kỹ năng TaxDeclaration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0208,Resource070,"Tài liệu 'Excel kế toán ứng dụng' thuộc ngành Kế toán, hỗ trợ chủ đề ExcelAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0209,Resource070,"'Excel kế toán ứng dụng' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0210,Resource070,"Nội dung 'Excel kế toán ứng dụng' rèn kỹ năng CostCalculation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0211,Resource071,"Tài liệu 'Lập báo cáo tài chính mẫu' thuộc ngành Kế toán, hỗ trợ chủ đề AuditBasics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0212,Resource071,"'Lập báo cáo tài chính mẫu' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0213,Resource071,"Nội dung 'Lập báo cáo tài chính mẫu' rèn kỹ năng AuditChecklist, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0214,Resource072,"Tài liệu 'Bài tập định khoản kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề AccountingPrinciples và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0215,Resource072,"'Bài tập định khoản kế toán' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0216,Resource072,"Nội dung 'Bài tập định khoản kế toán' rèn kỹ năng JournalEntry, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0217,Resource073,"Tài liệu 'Kiểm toán căn bản' thuộc ngành Kế toán, hỗ trợ chủ đề FinancialAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0218,Resource073,"'Kiểm toán căn bản' phù hợp mức Intermediate, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0219,Resource073,"Nội dung 'Kiểm toán căn bản' rèn kỹ năng FinancialStatement, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0220,Resource074,"Tài liệu 'Sổ sách kế toán thực hành' thuộc ngành Kế toán, hỗ trợ chủ đề CostAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0221,Resource074,"'Sổ sách kế toán thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0222,Resource074,"Nội dung 'Sổ sách kế toán thực hành' rèn kỹ năng ExcelAccounting, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0223,Resource075,"Tài liệu 'Phân tích chứng từ kế toán' thuộc ngành Kế toán, hỗ trợ chủ đề TaxAccounting và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0224,Resource075,"'Phân tích chứng từ kế toán' phù hợp mức Foundation, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0225,Resource075,"Nội dung 'Phân tích chứng từ kế toán' rèn kỹ năng TaxDeclaration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0226,Resource076,"Tài liệu 'Tài chính doanh nghiệp căn bản' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề CorporateFinance và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0227,Resource076,"'Tài chính doanh nghiệp căn bản' phù hợp mức ProjectReady, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0228,Resource076,"Nội dung 'Tài chính doanh nghiệp căn bản' rèn kỹ năng FinancialAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
E0229,Resource077,"Tài liệu 'Ngân hàng thương mại' thuộc ngành Tài chính ngân hàng, hỗ trợ chủ đề Banking và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG.",ContentEvidence
E0230,Resource077,"'Ngân hàng thương mại' phù hợp mức Foundation, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập.",LevelGoalEvidence
E0231,Resource077,"Nội dung 'Ngân hàng thương mại' rèn kỹ năng CreditScoring, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu.",SkillEvidence
